stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
6,20006,AIRPARK RD & CHEMAULT WAY,,39.171066,-77.157424,,,,,,2
8,20008,AIRPARK RD & WOODFIELD RD,,39.169907,-77.155664,,,,,,2
10,20010,AIRPARK RD & WOODFIELD RD,,39.168628,-77.153772,,,,,,2
12,20012,AIRPARK RD & MUNCASTER MILL RD,,39.149141,-77.146686,,,,,,2
14,20014,AIRPARK RD & MUNCASTER MILL RD,,39.148931,-77.146369,,,,,,2
16,20016,AIRPARK RD & WOODFIELD RD,,39.169897,-77.155257,,,,,,2
18,20018,AIRPARK RD & ORBIT DR,,39.171301,-77.158023,,,,,,2
20,20020,AIRPARK RD & CESSNA AVE,,39.170413,-77.159961,,,,,,2
26,20026,AMHERST AVE & BLUERIDGE AVE,,39.043212,-77.047825,,,,,,2
28,20028,AMHERST AVE & ELKIN ST,,39.044733,-77.047855,,,,,,2
30,20030,AMHERST AVE & ARCOLA AVE,,39.046961,-77.048459,,,,,,2
32,20032,AMHERST AVE & ARCOLA AVE,,39.046696,-77.048582,,,,,,2
34,20034,AMHERST AVE & ELKIN ST,,39.045125,-77.048135,,,,,,2
36,20036,AMHERST AVE & BLUERIDGE AVE,,39.043486,-77.047946,,,,,,2
38,20038,AMHERST AVE & UNIVERSITY BLVD,,39.040173,-77.048673,,,,,,2
40,20040,APPLE RIDGE RD & DARLINGTON DR,,39.184984,-77.209167,,,,,,2
42,20042,APPLE RIDGE RD & DELLCASTLE RD,,39.18507,-77.206939,,,,,,2
44,20044,APPLE RIDGE RD & SHADOW OAK DR,,39.185812,-77.202416,,,,,,2
46,20046,APPLE RIDGE RD & MONTGOMERY VILLAGE AVE,,39.187044,-77.199178,,,,,,2
48,20048,APPLE RIDGE RD & SHADOW OAK DR,,39.186006,-77.202393,,,,,,2
50,20050,APPLE RIDGE RD & DELLCASTLE RD,,39.185157,-77.206776,,,,,,2
52,20052,APPLE RIDGE RD & DARLINGTON DR,,39.185139,-77.209182,,,,,,2
58,20058,ARCOLA AVE & NAIRN RD,,39.047176,-77.042841,,,,,,2
60,20060,ARCOLA AVE & CHANNING DR,,39.047229,-77.040684,,,,,,2
62,20062,ARCOLA AVE & OREBAUGH AVE,,39.046984,-77.037027,,,,,,2
64,20064,ARCOLA AVE & KEMP MILL RD,,39.046038,-77.032436,,,,,,2
66,20066,ARCOLA AVE & KERSEY RD,,39.043701,-77.030749,,,,,,2
68,20068,ARCOLA AVE & LAMBERTON DR,,39.041426,-77.029351,,,,,,2
70,20070,ARCOLA AVE & KENBROOK DR,,39.039234,-77.027905,,,,,,2
72,20072,ARCOLA AVE & HOYT ST,,39.037571,-77.026775,,,,,,2
74,20074,ARCOLA AVE & UNIVERSITY BLVD,,39.036572,-77.025916,,,,,,2
78,20078,ARCOLA AVE & HOYT ST,,39.037799,-77.026747,,,,,,2
80,20080,ARCOLA AVE & KENBROOK DR,,39.039053,-77.027604,,,,,,2
82,20082,ARCOLA AVE & LAMBERTON DR,,39.040968,-77.028842,,,,,,2
84,20084,ARCOLA AVE & KERSEY RD,,39.043538,-77.030467,,,,,,2
86,20086,ARCOLA AVE & KEMP MILL RD,,39.046221,-77.032485,,,,,,2
88,20088,ARCOLA AVE & OREBAUGH AVE,,39.047102,-77.037073,,,,,,2
90,20090,ARCOLA AVE & CHANNING DR,,39.047329,-77.040781,,,,,,2
92,20092,ARCOLA AVE & NAIRN RD,,39.047295,-77.042774,,,,,,2
99,20099,KEMP MILL KNOLL DVWY & UNIVERSITY W BLVD,,39.037103,-77.028272,,,,,,2
100,20100,UNIVERSITY W BLVD & @1135 (ARCOLA TOWERS),PRIVATE RD & ACCESS RD,39.039045,-77.030487,,,,,,2
101,20101,KEMP MILL KNOLL & UNIVERSITY W BLVD,PRIVATE RD & ACCESS RD,39.037065,-77.028384,,,,,,2
102,20102,ARDENNES AVE & HALPINE RD,,39.064902,-77.117985,,,,,,2
104,20104,ARDENNES AVE & VANDEGRIFT AVE,,39.066561,-77.118305,,,,,,2
106,20106,ARDENNES AVE & WAINWRIGHT AVE,,39.069144,-77.118481,,,,,,2
108,20108,ARDENNES AVE & LEMAY RD,,39.070559,-77.119471,,,,,,2
110,20110,ARDENNES AVE & CRAWFORD DR,,39.071924,-77.119957,,,,,,2
112,20112,ARDENNES AVE & ST LO AVE,,39.074674,-77.120261,,,,,,2
114,20114,ARDENNES AVE & CORAL SEA AVE,,39.073303,-77.12023,,,,,,2
116,20116,ARDENNES AVE & CRAWFORD DR,,39.072357,-77.12009,,,,,,2
118,20118,ARDENNES AVE & LEMAY RD,,39.070734,-77.119733,,,,,,2
120,20120,ARDENNES AVE & WAINWRIGHT AVE,,39.069466,-77.118686,,,,,,2
122,20122,ARDENNES AVE & VANDEGRIFT AVE,,39.066824,-77.118436,,,,,,2
124,20124,ARDENNES AVE & HALPINE RD,,39.064859,-77.118164,,,,,,2
126,20126,ARLINGTON RD & KENWOOD FOREST LN,ARLINGTON RD & KENWOOD FOREST LA,38.975948,-77.099762,,,,,,2
128,20128,ARLINGTON RD & BRADLEY BLVD,,38.978372,-77.098647,,,,,,2
132,20132,ARLINGTON RD & ELM ST,,38.981872,-77.098353,,,,,,2
134,20134,ARLINGTON RD & MONTGOMERY LN,,38.983596,-77.098484,,,,,,2
136,20136,ARLINGTON RD & MONTGOMERY LN,,38.983431,-77.098668,,,,,,2
138,20138,ARLINGTON RD & ELM ST,,38.982197,-77.098584,,,,,,2
140,20140,ARLINGTON RD & BETHESDA AVE,,38.981041,-77.098526,,,,,,2
142,20142,ARLINGTON RD & BRADLEY BLVD,,38.978575,-77.09882,,,,,,2
146,20146,ARROWHEAD RD & QUILL PL,,39.186389,-77.195202,,,,,,2
148,20148,ARROWHEAD RD & MONTGOMERY VILLAGE AVE,,39.187489,-77.196617,,,,,,2
150,20150,ARROWHEAD RD & BRIAR GLEN WAY,,39.186656,-77.195769,,,,,,2
152,20152,ASPEN HILL RD & ADRIAN ST,,39.06986,-77.104035,,,,,,2
154,20154,ASPEN HILL RD & MARGOT DR,,39.07091,-77.102108,,,,,,2
156,20156,ASPEN HILL RD & ARCTIC AVE,,39.071333,-77.098535,,,,,,2
158,20158,ASPEN HILL RD & EADES ST,,39.073892,-77.094967,,,,,,2
160,20160,ASPEN HILL RD & IRIS ST,,39.075487,-77.093438,,,,,,2
162,20162,ASPEN HILL RD & JUSTICE RD,,39.077718,-77.091344,,,,,,2
164,20164,ASPEN HILL RD & MARIANNA DR,,39.078986,-77.089673,,,,,,2
166,20166,ASPEN HILL RD & PARKLAND DR,,39.079093,-77.087613,,,,,,2
168,20168,ASPEN HILL RD & GENOBLE DR,,39.079392,-77.08415,,,,,,2
170,20170,ASPEN HILL RD & CONNECTICUT AVE,,39.080005,-77.082382,,,,,,2
172,20172,ASPEN HILL RD & CONNECTICUT AVE,,39.080251,-77.081749,,,,,,2
174,20174,ASPEN HILL RD & FRANKFORT DR,,39.079734,-77.083593,,,,,,2
176,20176,ASPEN HILL RD & PARKLAND DR,,39.07921,-77.087521,,,,,,2
178,20178,ASPEN HILL RD & KEMPER ST,,39.078517,-77.09076,,,,,,2
180,20180,ASPEN HILL RD & IRIS ST,,39.075581,-77.093621,,,,,,2
182,20182,ASPEN HILL RD & EADES ST,,39.073925,-77.095102,,,,,,2
184,20184,ASPEN HILL RD & ARCTIC AVE,,39.071451,-77.098604,,,,,,2
186,20186,ASPEN HILL RD & BALTIC AVE,,39.071105,-77.101758,,,,,,2
188,20188,ASPEN HILL RD & ADRIAN ST,,39.069821,-77.104334,,,,,,2
190,20190,AVENEL RD & STATESIDE DR,,39.010232,-76.980218,,,,,,2
192,20192,AVENEL RD & HAMPSHIRE WEST CT,,39.007879,-76.980592,,,,,,2
194,20194,AZALEA DR & @747,,39.095714,-77.175052,,,,,,2
195,20195,CARNATION DR & WOODLEY DR,,39.099945,-77.176827,,,,,,2
196,20196,AZALEA DR & @748,,39.095534,-77.175248,,,,,,2
198,20198,BALTIMORE RD & GRANDIN AVE,,39.083337,-77.142163,,,,,,2
200,20200,BALTIMORE RD & HORNERS LN,,39.08433,-77.139413,,,,,,2
202,20202,BALTIMORE RD & TAYLOR AVE,,39.084536,-77.138133,,,,,,2
204,20204,BALTIMORE RD & DENHAM RD,,39.084401,-77.134824,,,,,,2
206,20206,BALTIMORE RD & WOODBURN RD,,39.084109,-77.133165,,,,,,2
208,20208,BALTIMORE RD & EDMONSTON DR,,39.083805,-77.130621,,,,,,2
210,20210,BALTIMORE RD & GLADSTONE DR,,39.084073,-77.127891,,,,,,2
212,20212,BALTIMORE RD & BROADWOOD DR,,39.083407,-77.120238,,,,,,2
214,20214,BALTIMORE RD & COVE LN,,39.084103,-77.119159,,,,,,2
216,20216,BALTIMORE RD & COVE LN,,39.084426,-77.118859,,,,,,2
218,20218,BALTIMORE RD & BROADWOOD DR,,39.083699,-77.119961,,,,,,2
220,20220,BALTIMORE RD & AVERY RD,,39.084325,-77.127448,,,,,,2
222,20222,BALTIMORE RD & EDMONSTON DR,,39.08391,-77.130659,,,,,,2
224,20224,BALTIMORE RD & WOODBURN RD,,39.084175,-77.133104,,,,,,2
226,20226,BALTIMORE RD & FIRST ST,,39.084544,-77.135383,,,,,,2
228,20228,BALTIMORE RD & TAYLOR AVE,,39.084657,-77.137624,,,,,,2
230,20230,BALTIMORE RD & HORNERS LN,,39.084547,-77.139329,,,,,,2
232,20232,BALTIMORE RD & GRANDIN AVE,,39.083671,-77.141743,,,,,,2
234,20234,BATTERY LN & OLD GEORGETOWN RD,,38.991002,-77.103036,,,,,,2
236,20236,BATTERY LN & KEYSTONE AVE,,38.992148,-77.102096,,,,,,2
240,20240,BATTERY LN & @4890,,38.992513,-77.098575,,,,,,2
242,20242,BATTERY LN & @4890,,38.992651,-77.098516,,,,,,2
244,20244,BATTERY LN & @4977,,38.992389,-77.101456,,,,,,2
246,20246,BATTERY LN & KEYSTONE AVE,,38.991719,-77.102683,,,,,,2
248,20248,BEACH DR & WOODBINE ST,,38.987499,-77.063119,,,,,,2
250,20250,BEACH DR & EAST WEST HWY,,38.992348,-77.06352,,,,,,2
252,20252,BEACH DR & WOODBINE ST,,38.987419,-77.063227,,,,,,2
254,20254,BEDFORDSHIRE AVE & WILDEN LN,,39.041438,-77.204044,,,,,,2
256,20256,BEDFORDSHIRE AVE & COLEBROOK AVE,,39.04536,-77.205014,,,,,,2
260,20260,BEDFORDSHIRE AVE & BARSTOW CT,,39.045973,-77.204283,,,,,,2
262,20262,BEDFORDSHIRE AVE & COLEBROOK AVE,,39.045067,-77.205335,,,,,,2
264,20264,BEDFORDSHIRE AVE & WILDEN LN,BEDFORDSHIRE AVE & WILDEN LA,39.041419,-77.204184,,,,,,2
266,20266,BEECH AVE & EDGELEY RD,,39.01028,-77.114334,,,,,,2
268,20268,BEECH AVE & FOREST RD,,39.011102,-77.112603,,,,,,2
270,20270,BEECH AVE & PAGE AVE,,39.011894,-77.110724,,,,,,2
272,20272,BEECH AVE & LINDEN AVE,,39.01202,-77.10857,,,,,,2
274,20274,BEECH AVE & PAGE AVE,,39.011828,-77.11108,,,,,,2
276,20276,BEECH AVE & FOREST RD,,39.01116,-77.112721,,,,,,2
278,20278,BEECH AVE & OLD GEORGETOWN RD,,39.010511,-77.114076,,,,,,2
280,20280,BEL PRE RD & GRAND PRE RD,,39.093631,-77.075818,,,,,,2
282,20282,BEL PRE RD & DUNSINANE DR,,39.093011,-77.073146,,,,,,2
284,20284,BEL PRE RD & PEARTREE LN,,39.091315,-77.0688,,,,,,2
286,20286,BEL PRE RD & WEEPING WILLOW DR,,39.091259,-77.066052,,,,,,2
288,20288,BEL PRE RD & LAYHILL RD,,39.090646,-77.045859,,,,,,2
290,20290,BEL PRE RD & PLAZA DEL MERCADO,,39.090611,-77.048256,,,,,,2
292,20292,BEL PRE RD & NORTH GATE DR,,39.090538,-77.050926,,,,,,2
294,20294,BEL PRE RD & RIPPLING BROOK DR,,39.090483,-77.053222,,,,,,2
296,20296,BEL PRE RD & HOMECREST RD,,39.091494,-77.0633,,,,,,2
298,20298,BEL PRE RD & WEEPING WILLOW DR,,39.091477,-77.065834,,,,,,2
306,20306,BETHESDA STATION & BAY D,,38.984798,-77.095451,,,,,,2
308,20308,BETHESDA STATION & BAY E,,38.984798,-77.095371,,,,,,2
312,20312,BLAIR MILL RD & EASTERN AVE,,38.989984,-77.033139,,,,,,2
314,20314,BLAIR MILL RD & EASTERN DR,,38.990061,-77.030882,,,,,,2
316,20316,BLAIR MILL RD & EAST WEST HWY,,38.989978,-77.029743,,,,,,2
320,20320,BLAIR MILL RD & @1401,BLAIR MILL RD & #1401,38.990202,-77.031363,,,,,,2
322,20322,BOILING BROOK PKWY & PARKLAWN DR,,39.048124,-77.100789,,,,,,2
324,20324,BOILING BROOK PKWY & ROCKINGHORSE RD,,39.047237,-77.098384,,,,,,2
326,20326,BOILING BROOK PKWY & ROCKINGHORSE RD,,39.04757,-77.098026,,,,,,2
328,20328,BOILING BROOK PKWY & HUNTERS LN,,39.048253,-77.100227,,,,,,2
330,20330,BONIFANT RD & LAYHILL RD,,39.090615,-77.044327,,,,,,2
334,20334,BONIFANT RD & CARONA DR,,39.094257,-77.027164,,,,,,2
336,20336,BONIFANT RD & PEBBLESTONE DR,,39.094145,-77.022792,,,,,,2
338,20338,BONIFANT RD & PEBBLESTONE DR,,39.093206,-77.018273,,,,,,2
340,20340,BONIFANT RD & NOTLEY RD,,39.092866,-77.015542,,,,,,2
342,20342,BONIFANT RD & SANDY RIDGE RD,,39.092964,-77.012549,,,,,,2
344,20344,BONIFANT RD & MARINE DR,,39.092981,-77.009436,,,,,,2
346,20346,BONIFANT RD & OLD BONIFANT RD,,39.09426,-77.005177,,,,,,2
348,20348,BONIFANT RD & NEW HAMPSHIRE AVE,,39.095827,-77.002679,,,,,,2
350,20350,BONIFANT RD & OLD BONIFANT RD,,39.094206,-77.005465,,,,,,2
352,20352,BONIFANT RD & MARINE DR,,39.093126,-77.009384,,,,,,2
354,20354,BONIFANT RD & SANDY RIDGE RD,,39.093049,-77.013536,,,,,,2
356,20356,BONIFANT RD & NOTLEY RD,,39.093062,-77.015623,,,,,,2
358,20358,BONIFANT RD & PEBBLESTONE DR,,39.093666,-77.018939,,,,,,2
360,20360,BONIFANT RD & PEBBLESTONE DR,,39.094269,-77.022904,,,,,,2
362,20362,BONIFANT RD & CARONA DR,,39.094458,-77.027238,,,,,,2
366,20366,BONIFANT RD & ROSETREE CT,,39.091406,-77.042893,,,,,,2
368,20368,BOWIE MILL RD & WILLOW HILL LN,,39.135782,-77.120811,,,,,,2
370,20370,BOWIE MILL RD & WILLOW KNOLL DR,,39.138981,-77.11941,,,,,,2
372,20372,BOWIE MILL RD & FRALEY FARM RD,,39.148498,-77.112659,,,,,,2
374,20374,BOWIE MILL RD & OCTOBER CT,,39.150155,-77.106498,,,,,,2
392,20392,BOWIE MILL RD & OCTOBER CT,,39.150286,-77.106386,,,,,,2
394,20394,BOWIE MILL RD & FRALEY FARM RD,,39.148633,-77.112598,,,,,,2
396,20396,BOWIE MILL RD & WILLOW KNOLL DR,,39.139028,-77.119608,,,,,,2
398,20398,BOWIE MILL RD & WILLOW HILL LN,,39.135353,-77.121212,,,,,,2
400,20400,BRADLEY BLVD & RIVER RD,,39.002502,-77.180431,,,,,,2
402,20402,BRADLEY BLVD & MERCY HOLLOW LN,BRADLEY BLV & MERCY HOLLOW LA,39.00693,-77.174077,,,,,,2
406,20406,BRADLEY BLVD & ALDERSHOT DR,,39.008628,-77.171222,,,,,,2
408,20408,BRADLEY BLVD & HOLLYOAK DR,,39.010406,-77.164478,,,,,,2
410,20410,BRADLEY BLVD & SEVEN LOCKS RD,,39.011993,-77.159519,,,,,,2
412,20412,BRADLEY BLVD & @7601,,39.011633,-77.155426,,,,,,2
414,20414,BRADLEY BLVD & @7501,,39.010068,-77.15357,,,,,,2
416,20416,BRADLEY BLVD & @7320,BRADLEY BLV & #7320,39.008245,-77.150218,,,,,,2
418,20418,BRADLEY BLVD & REDWOOD AVE,,39.00692,-77.148356,,,,,,2
420,20420,BRADLEY BLVD & OAK FOREST LN,,39.005149,-77.145612,,,,,,2
423,20423,BRADLEY BLVD & BURDETTE RD,,39.005225,-77.140233,,,,,,2
424,20424,BRADLEY BLVD & BURNING TREE RD,,39.003757,-77.137443,,,,,,2
426,20426,BRADLEY BLVD & FERNWOOD RD,,39.003216,-77.135051,,,,,,2
428,20428,BRADLEY BLVD & HILLMEAD RD,,39.001008,-77.13242,,,,,,2
430,20430,BRADLEY BLVD & HOWELL RD,,38.998169,-77.131178,,,,,,2
434,20434,BRADLEY BLVD & VALLEY RD,,38.995777,-77.126507,,,,,,2
436,20436,BRADLEY BLVD & LANDON SCHOOL,BRADLEY BLV & #6115,38.994815,-77.124003,,,,,,2
438,20438,BRADLEY BLVD & SELVYN RD,,38.993722,-77.122416,,,,,,2
440,20440,BRADLEY BLVD & RAYBURN RD,,38.993148,-77.12073,,,,,,2
442,20442,BRADLEY BLVD & ABERDEEN RD,,38.991217,-77.117681,,,,,,2
444,20444,BRADLEY BLVD & ENGLISH CT,,38.988109,-77.115551,,,,,,2
446,20446,BRADLEY BLVD & WILSON LN,,38.986016,-77.115375,,,,,,2
448,20448,BRADLEY BLVD & OLD CHESTER RD,,38.984352,-77.114979,,,,,,2
450,20450,BRADLEY BLVD & DURBIN RD,,38.983388,-77.11443,,,,,,2
452,20452,BRADLEY BLVD & BEAM CT,,38.98171,-77.112995,,,,,,2
454,20454,BRADLEY BLVD & BRITE DR,,38.980604,-77.111789,,,,,,2
456,20456,BRADLEY BLVD & BURLING CT,BRADLEY BLV & AUDUBON RD,38.979536,-77.110654,,,,,,2
458,20458,BRADLEY BLVD & PEMBROKE RD,,38.97815,-77.109493,,,,,,2
460,20460,BRADLEY BLVD & GOLDSBORO RD,,38.977124,-77.107084,,,,,,2
462,20462,BRADLEY BLVD & GLENBROOK RD,,38.977044,-77.105202,,,,,,2
464,20464,BRADLEY BLVD & FAIRFAX RD,,38.977556,-77.101228,,,,,,2
468,20468,BRADLEY BLVD & FAIRFAX RD,,38.977907,-77.100557,,,,,,2
470,20470,BRADLEY BLVD & GLENBROOK RD,,38.977359,-77.104787,,,,,,2
472,20472,BRADLEY BLVD & GOLDSBORO RD,,38.97735,-77.107,,,,,,2
474,20474,BRADLEY BLVD & PEMBROKE RD,,38.978233,-77.109339,,,,,,2
476,20476,BRADLEY BLVD & AUDUBON RD,,38.979489,-77.110434,,,,,,2
478,20478,BRADLEY BLVD & BRITE DR,,38.980772,-77.111793,,,,,,2
480,20480,BRADLEY BLVD & CORNISH RD,,38.981578,-77.11266,,,,,,2
482,20482,BRADLEY BLVD & DURBIN RD,,38.983353,-77.114269,,,,,,2
484,20484,BRADLEY BLVD & OLD CHESTER RD,,38.984244,-77.114764,,,,,,2
486,20486,BRADLEY BLVD & WILSON LN,BRADLEY BLV & WILSON LA,38.986005,-77.115269,,,,,,2
488,20488,BRADLEY BLVD & YORK LN,,38.989222,-77.116062,,,,,,2
490,20490,BRADLEY BLVD & ABERDEEN RD,,38.991266,-77.117601,,,,,,2
492,20492,BRADLEY BLVD & HUNTINGTON PKWY,,38.992682,-77.118371,,,,,,2
494,20494,BRADLEY BLVD & RAYBURN RD,,38.99329,-77.120369,,,,,,2
496,20496,BRADLEY BLVD & EWING DR,,38.994281,-77.122956,,,,,,2
498,20498,BRADLEY BLVD & @6115,,38.995006,-77.124159,,,,,,2
500,20500,BRADLEY BLVD & VALLEY RD,,38.995862,-77.126588,,,,,,2
502,20502,BRADLEY BLVD & WOODHAVEN BLVD,,38.99664,-77.129213,,,,,,2
504,20504,BRADLEY BLVD & FALLEN OAK DR,,38.998129,-77.130969,,,,,,2
506,20506,BRADLEY BLVD & HILLMEAD RD,,39.001513,-77.132397,,,,,,2
508,20508,BRADLEY BLVD & FERNWOOD RD,,39.003255,-77.134785,,,,,,2
510,20510,BRADLEY BLVD & BURNING TREE RD,,39.003869,-77.137502,,,,,,2
512,20512,BRADLEY BLVD & BURDETTE RD,,39.005382,-77.140319,,,,,,2
514,20514,BRADLEY BLVD & OAK FOREST LN,,39.005205,-77.145366,,,,,,2
516,20516,BRADLEY BLVD & REDWOOD AVE,,39.006765,-77.147895,,,,,,2
518,20518,BRADLEY BLVD & @7327,,39.008234,-77.149802,,,,,,2
520,20520,BRADLEY BLVD & @7501,,39.010182,-77.153326,,,,,,2
522,20522,BRADLEY BLVD & @7601,,39.011796,-77.155431,,,,,,2
523,20523,BRADLEY BLVD & @7701,,39.012573,-77.156926,,,,,,2
528,20528,BRADMOOR DR & ROOSEVELT ST,,38.994181,-77.119133,,,,,,2
530,20530,BRADMOOR DR & MCKINLEY ST,,38.996118,-77.118958,,,,,,2
532,20532,BRADMOOR DR & MADISON ST,,38.997723,-77.119365,,,,,,2
534,20534,BRADMOOR DR & GREENTREE RD,,39.000805,-77.121193,,,,,,2
536,20536,BRADMOOR DR & ROLSTON RD,,39.001835,-77.121157,,,,,,2
538,20538,BRADMOOR DR & EWING DR,,39.003018,-77.123098,,,,,,2
540,20540,BRADMOOR DR & LINDALE DR,,39.002035,-77.121563,,,,,,2
542,20542,BRADMOOR DR & GREENTREE RD,,39.000792,-77.121293,,,,,,2
544,20544,BRADMOOR DR & MADISON ST,,38.998011,-77.119925,,,,,,2
546,20546,BRADMOOR DR & MCKINLEY ST,,38.996549,-77.119122,,,,,,2
548,20548,BRADMOOR DR & ROOSEVELT ST,,38.994386,-77.119368,,,,,,2
550,20550,BRADMOOR DR & BRADLEY BLVD,,38.993348,-77.119027,,,,,,2
552,20552,BRIGGS CHANEY RD & HAROLD RD,,39.100222,-76.976936,,,,,,2
554,20554,BRIGGS CHANEY RD & CLAUDE LN,,39.098914,-76.973445,,,,,,2
556,20556,BRIGGS CHANEY RD & STURTEVANT RD,,39.097065,-76.971316,,,,,,2
558,20558,BRIGGS CHANEY RD & PEACH ORCHARD RD,,39.095202,-76.969304,,,,,,2
560,20560,BRIGGS CHANEY RD & CANTRELL RD,,39.093388,-76.96805,,,,,,2
562,20562,BRIGGS CHANEY RD & CREST HILL LN,,39.091115,-76.966793,,,,,,2
564,20564,BRIGGS CHANEY RD & NEES LN,,39.087261,-76.961214,,,,,,2
566,20566,BRIGGS CHANEY RD & FAIRDALE RD,,39.086824,-76.958404,,,,,,2
568,20568,BRIGGS CHANEY RD & OLD COLUMBIA PK,,39.084673,-76.952037,,,,,,2
570,20570,BRIGGS CHANEY RD & AVONSHIRE LN,,39.08395,-76.950484,,,,,,2
574,20574,BRIGGS CHANEY RD & CASTLE BLVD,,39.081494,-76.946487,,,,,,2
576,20576,BRIGGS CHANEY RD & AVONSHIRE LN,,39.084132,-76.950097,,,,,,2
578,20578,BRIGGS CHANEY RD & OLD COLUMBIA PK,,39.0847,-76.951778,,,,,,2
580,20580,BRIGGS CHANEY RD & FAIRDALE RD,,39.087018,-76.958845,,,,,,2
582,20582,BRIGGS CHANEY RD & NEES LN,,39.087281,-76.960616,,,,,,2
584,20584,BRIGGS CHANEY RD & GREAT OAK LN,,39.09099,-76.966531,,,,,,2
586,20586,BRIGGS CHANEY RD & CANTRELL RD,,39.092951,-76.96763,,,,,,2
588,20588,BRIGGS CHANEY RD & PEACH ORCHARD RD,,39.095095,-76.969005,,,,,,2
590,20590,BRIGGS CHANEY RD & STURTEVANT RD,,39.097064,-76.97114,,,,,,2
594,20594,BRIGGS CHANEY RD & FIRESIDE DR,,39.100939,-76.978554,,,,,,2
596,20596,BRIGGS CHANEY RD & GOOD HOPE RD,,39.101616,-76.98041,,,,,,2
600,20600,BROAD ST & 61ST ST,,38.940551,-77.119217,,,,,,2
602,20602,BROAD ST & 64TH ST,,38.942059,-77.120058,,,,,,2
606,20606,BROAD GREEN DR & BEDFORDSHIRE AVE,,39.039615,-77.203629,,,,,,2
608,20608,BROAD GREEN DR & BEDFORDSHIRE AVE,,39.039628,-77.203872,,,,,,2
610,20610,BROADWOOD DR & LEWIS AVE,,39.072801,-77.131461,,,,,,2
612,20612,BROADWOOD DR & HENRY RD,,39.073324,-77.128735,,,,,,2
614,20614,BROADWOOD DR & CRAWFORD DR,,39.074837,-77.12661,,,,,,2
616,20616,BROADWOOD DR & CORAL SEA AVE,,39.075535,-77.125583,,,,,,2
618,20618,BROADWOOD DR & VEIRS MILL RD,,39.076932,-77.12378,,,,,,2
620,20620,BROADWOOD DR & CORAL SEA DR,,39.075752,-77.125451,,,,,,2
622,20622,BROADWOOD DR & CRAWFORD DR,,39.07516,-77.1263,,,,,,2
624,20624,BROADWOOD DR & HENRY RD,,39.073347,-77.128881,,,,,,2
626,20626,BROADWOOD DR & LEWIS AVE,,39.072875,-77.13161,,,,,,2
628,20628,BROCK DR & DEVERE DR,,39.021535,-76.989777,,,,,,2
632,20632,CRESTHAVEN DR & @1001,CRESTHAVEN DR & #1001,39.019519,-76.992371,,,,,,2
634,20634,LYTTONVILLE OPERATIONS CNTR. &,,38.998525,-77.057,,,,,,2
636,20636,BROOKVILLE RD & BROOKVILLE SERVICE DEPOT,,38.99886,-77.05591,,,,,,2
638,20638,BROOKVILLE RD & LYTTONSVILLE PL,,39.000231,-77.05483,,,,,,2
640,20640,BROOKVILLE RD & LYTTONSVILLE PL,,39.000337,-77.054968,,,,,,2
642,20642,BROOKVILLE RD & BROOKVILLE RD,,38.998825,-77.0563,,,,,,2
644,20644,SHADY GROVE MEDICAL CENTER - WEST & MEDICAL CENTER WAY,,39.098988,-77.201653,,,,,,2
646,20646,BROSCHART RD & @14901,,39.09997,-77.20114,,,,,,2
652,20652,SHADY GROVE MEDICAL CENTER - WEST & MEDICAL CENTER WAY,,39.099144,-77.201872,,,,,,2
654,20654,BRUNETT AVE & LYCOMING ST,,39.010899,-77.021682,,,,,,2
656,20656,BRUNETT AVE & LORAIN AVE,,39.012644,-77.021717,,,,,,2
658,20658,BRUNETT AVE & GRAYSON AVE,,39.015447,-77.021145,,,,,,2
660,20660,BRUNETT AVE & FOREST GLEN RD,BRUNETT AVE & DALLAS AVE,39.017088,-77.021639,,,,,,2
662,20662,BRUNETT AVE & GUILFORD ST,,39.015849,-77.021574,,,,,,2
664,20664,BRUNETT AVE & LORAIN AVE,,39.012256,-77.021735,,,,,,2
666,20666,BRUNETT AVE & LYCOMING ST,,39.010304,-77.021861,,,,,,2
680,20680,BULLS RUN PKWY & WILMETT RD,,39.008751,-77.12618,,,,,,2
682,20682,BULLS RUN PKWY & MELVERN DR,,39.010379,-77.125114,,,,,,2
684,20684,BULLS RUN PKWY & NOWELL DR,,39.011835,-77.123602,,,,,,2
686,20686,BULLS RUN PKWY & RYLAND DR,,39.013068,-77.122999,,,,,,2
688,20688,BULLS RUN PKWY & SINGLETON DR,,39.014234,-77.123154,,,,,,2
690,20690,BULLS RUN PKWY & BECK CT,,39.012734,-77.123428,,,,,,2
692,20692,BULLS RUN PKWY & NOWELL DR,,39.011824,-77.123962,,,,,,2
694,20694,BULLS RUN PKWY & MELVERN DR,,39.010729,-77.125072,,,,,,2
696,20696,BULLS RUN PKWY & WILMETT RD,,39.008769,-77.12647,,,,,,2
702,20702,BURLINGTON AVE & RR BRIDGE,,38.987307,-77.02601,,,,,,2
704,20704,BURLINGTON AVE & SELIM RD,,38.987772,-77.024465,,,,,,2
706,20706,BURRIS RD & BROADWOOD DR,,39.076565,-77.123848,,,,,,2
708,20708,CABIN JOHN PKWY & LYNFIELD DR,,39.074991,-77.151413,,,,,,2
710,20710,CABIN JOHN PKWY & MONROE ST,,39.075511,-77.152757,,,,,,2
